uniprot_id	gene_symbol	protein_name	mitocarta_score	sub_mito_localization	pathways	is_matrix	is_im	is_ims	is_om
P50440	GATM	glycine amidinotransferase	16.5759	Matrix	Metabolism > Nucleotide metabolism > Creatine metabolism	1	0	0	0
Q9NP81	SARS2	seryl-tRNA synthetase 2, mitochondrial	16.4733	Matrix	Mitochondrial central dogma > Translation > mt-tRNA synthetases	1	0	0	0
Q9BQC6	MRPL57	mitochondrial ribosomal protein L57	16.449	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	1	0	0	0
Q6P1X6	C8orf82	chromosome 8 open reading frame 82	16.4463	Matrix	0	1	0	0	0
Q5JPH6	EARS2	glutamyl-tRNA synthetase 2, mitochondrial	16.3581	Matrix	Mitochondrial central dogma > Translation > mt-tRNA synthetases	1	0	0	0
Q9UBQ7	GRHPR	glyoxylate and hydroxypyruvate reductase	16.3466	Matrix	Metabolism > Amino acid metabolism > Glyoxylate metabolism	1	0	0	0
Q96DP5	MTFMT	mitochondrial methionyl-tRNA formyltransferase	16.2791	Matrix	Mitochondrial central dogma > Translation > fMet processing | Metabolism > Vitamin metabolism > Folate and 1-C metabolism	1	0	0	0
Q8WV60	PTCD2	pentatricopeptide repeat domain 2	16.2788	Matrix	Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing	1	0	0	0
P49590	HARS2	histidyl-tRNA synthetase 2, mitochondrial	16.1202	Matrix	Mitochondrial central dogma > Translation > mt-tRNA synthetases	1	0	0	0
Q8NCW5	NAXE	NAD(P)HX epimerase	16.0079	Matrix	Metabolism > Metals and cofactors > NAD biosynthesis and metabolism	1	0	0	0
Q9BVL4	SELENOO	selenoprotein O	15.9471	Matrix	Metabolism > Detoxification > Selenoproteins	1	0	0	0
Q8N159	NAGS	N-acetylglutamate synthase	15.9375	Matrix	Metabolism > Amino acid metabolism > Urea cycle	1	0	0	0
P04181	OAT	ornithine aminotransferase	15.9076	Matrix	Metabolism > Amino acid metabolism > Proline metabolism	1	0	0	0
Q8N5N7	MRPL50	mitochondrial ribosomal protein L50	15.8783	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	1	0	0	0
Q5T160	RARS2	arginyl-tRNA synthetase 2, mitochondrial	15.794	Matrix	Mitochondrial central dogma > Translation > mt-tRNA synthetases	1	0	0	0
Q53H82	LACTB2	lactamase beta 2	15.7502	Matrix	Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay	1	0	0	0
Q9NWT8	AURKAIP1	aurora kinase A interacting protein 1	15.6543	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	1	0	0	0
P34897	SHMT2	serine hydroxymethyltransferase 2	15.6448	Matrix	Metabolism > Amino acid metabolism > Serine metabolism | Metabolism > Amino acid metabolism > Glycine metabolism | Metabolism > Vitamin metabolism > Folate and 1-C metabolism	1	0	0	0
P13995	MTHFD2	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase	15.5945	Matrix	Metabolism > Vitamin metabolism > Folate and 1-C metabolism	1	0	0	0
P31327	CPS1	carbamoyl-phosphate synthase 1	15.5621	Matrix	Metabolism > Amino acid metabolism > Urea cycle	1	0	0	0
Q6P1L8	MRPL14	mitochondrial ribosomal protein L14	15.5546	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	1	0	0	0
Q9P0P8	MTRES1	mitochondrial transcription rescue factor 1	15.423	Matrix	Mitochondrial central dogma > mtRNA metabolism > Transcription | Mitochondrial central dogma > Translation	1	0	0	0
Q96GJ1	TRMT2B	tRNA methyltransferase 2 homolog B	15.4155	Matrix	Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications | Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications	1	0	0	0
Q96EL2	MRPS24	mitochondrial ribosomal protein S24	15.3646	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	1	0	0	0
P00390	GSR	glutathione-disulfide reductase	15.3163	Matrix	Metabolism > Detoxification > ROS and glutathione metabolism	1	0	0	0
O15382	BCAT2	branched chain amino acid transaminase 2	15.2627	Matrix	Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism	1	0	0	0
Q96QE5	TEFM	transcription elongation factor, mitochondrial	15.0986	Matrix	Mitochondrial central dogma > mtRNA metabolism > Transcription	1	0	0	0
Q96CM8	ACSF2	acyl-CoA synthetase family member 2	15.0953	Matrix	Metabolism > Lipid metabolism > Fatty acid oxidation	1	0	0	0
O75648	TRMU	tRNA mitochondrial 2-thiouridylase	15.0407	Matrix	Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications	1	0	0	0
P82650	MRPS22	mitochondrial ribosomal protein S22	15.0324	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	1	0	0	0
P28838	LAP3	leucine aminopeptidase 3	15.0096	Matrix	Protein import, sorting and homeostasis > Protein homeostasis > Proteases	1	0	0	0
P00367	GLUD1	glutamate dehydrogenase 1	14.9838	Matrix	Metabolism > Amino acid metabolism > Glutamate metabolism | Metabolism > Amino acid metabolism > GABA metabolism	1	0	0	0
P35914	HMGCL	3-hydroxy-3-methylglutaryl-CoA lyase	14.9768	Matrix	Metabolism > Carbohydrate metabolism > Ketone metabolism | Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism	1	0	0	0
P49789	FHIT	fragile histidine triad diadenosine triphosphatase	14.9656	Matrix	Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing	1	0	0	0
Q9Y291	MRPS33	mitochondrial ribosomal protein S33	14.9601	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	1	0	0	0
Q8TB37	NUBPL	nucleotide binding protein like	14.9062	Matrix	OXPHOS > Complex I > CI assembly factors | Metabolism > Metals and cofactors > Fe-S cluster biosynthesis | Metabolism > Metals and cofactors > Fe-S-containing proteins | OXPHOS > OXPHOS assembly factors	1	0	0	0
Q9NU23	LYRM2	LYR motif containing 2	14.8599	Matrix	OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors	1	0	0	0
Q8TAE8	GADD45GIP1	GADD45G interacting protein 1	14.8305	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	1	0	0	0
Q00059	TFAM	transcription factor A, mitochondrial	14.8274	Matrix	Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Mitochondrial central dogma > mtDNA maintenance > mtDNA nucleoid | Mitochondrial central dogma > mtRNA metabolism > Transcription	1	0	0	0
P54886	ALDH18A1	aldehyde dehydrogenase 18 family member A1	14.6874	Matrix	Metabolism > Amino acid metabolism > Proline metabolism	1	0	0	0
Q9NWU1	OXSM	3-oxoacyl-ACP synthase, mitochondrial	14.6313	Matrix	Metabolism > Lipid metabolism > Type II fatty acid synthesis	1	0	0	0
Q6YP21	KYAT3	kynurenine aminotransferase 3	14.6313	Matrix	Metabolism > Amino acid metabolism > Kynurenine metabolism | Metabolism > Metals and cofactors > NAD biosynthesis and metabolism	1	0	0	0
Q9BW92	TARS2	threonyl-tRNA synthetase 2, mitochondrial	14.6313	Matrix	Mitochondrial central dogma > Translation > mt-tRNA synthetases	1	0	0	0
Q969Z0	TBRG4	transforming growth factor beta regulator 4	14.6312	Matrix	Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay	1	0	0	0
P30044	PRDX5	peroxiredoxin 5	14.4942	Matrix	Metabolism > Detoxification > ROS and glutathione metabolism	1	0	0	0
Q8WWC4	MAIP1	matrix AAA peptidase interacting protein 1	14.4625	Matrix	Protein import, sorting and homeostasis > Protein homeostasis > Chaperones	1	0	0	0
Q9Y2D0	CA5B	carbonic anhydrase 5B	14.1358	Matrix	Metabolism > Amino acid metabolism > Urea cycle	1	0	0	0
Q13057	COASY	Coenzyme A synthase	14.1358	Matrix	Metabolism > Metals and cofactors > Coenzyme A metabolism	1	0	0	0
P0C7P0	CISD3	CDGSH iron sulfur domain 3	14.1358	Matrix	Metabolism > Metals and cofactors > Fe-S cluster biosynthesis | Metabolism > Metals and cofactors > Fe-S-containing proteins	1	0	0	0
O43708	GSTZ1	glutathione S-transferase zeta 1	14.1262	Matrix	Metabolism > Detoxification > Xenobiotic metabolism	1	0	0	0
Q9HC38	GLOD4	glyoxalase domain containing 4	14.0669	Matrix	0	1	0	0	0
Q9HBH1	PDF	peptide deformylase, mitochondrial	14.0367	Matrix	Mitochondrial central dogma > Translation > fMet processing | Protein import, sorting and homeostasis > Protein homeostasis	1	0	0	0
P48728	AMT	aminomethyltransferase	13.9633	Matrix	Metabolism > Amino acid metabolism > Glycine metabolism | Metabolism > Amino acid metabolism > Glycine cleavage system | Metabolism > Vitamin metabolism > Folate and 1-C metabolism	1	0	0	0
Q8NCN5	PDPR	pyruvate dehydrogenase phosphatase regulatory subunit	13.9633	Matrix	Metabolism > Carbohydrate metabolism > Pyruvate metabolism	1	0	0	0
Q9BYT8	NLN	neurolysin	13.9633	Matrix	Protein import, sorting and homeostasis > Protein homeostasis > Proteases	1	0	0	0
Q9Y3E2	BOLA1	bolA family member 1	13.9219	Matrix	Metabolism > Metals and cofactors > Fe-S cluster biosynthesis | Metabolism > Metals and cofactors > Fe-S-containing proteins	1	0	0	0
P22557	ALAS2	5'-aminolevulinate synthase 2	13.85	Matrix	Metabolism > Metals and cofactors > Heme synthesis and processing	1	0	0	0
Q8TAA5	GRPEL2	GrpE like 2, mitochondrial	13.8497	Matrix	Protein import, sorting and homeostasis > Protein import and sorting > Import motor | Metabolism > Metals and cofactors > Fe-S cluster biosynthesis	1	0	0	0
P49419	ALDH7A1	aldehyde dehydrogenase 7 family member A1	13.8432	Matrix	Metabolism > Amino acid metabolism > Lysine metabolism | Metabolism > Amino acid metabolism > Glycine metabolism | Metabolism > Vitamin metabolism > Choline and betaine metabolism | Metabolism > Vitamin metabolism > Folate and 1-C metabolism | Metabolism > Detoxification > ROS and glutathione metabolism	1	0	0	0
Q9BXW7	HDHD5	haloacid dehalogenase like hydrolase domain containing 5	13.8432	Matrix	0	1	0	0	0
Q9NYK5	MRPL39	mitochondrial ribosomal protein L39	13.7805	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	1	0	0	0
Q8N5Z0	AADAT	aminoadipate aminotransferase	13.7676	Matrix	Metabolism > Amino acid metabolism > Lysine metabolism	1	0	0	0
P29803	PDHA2	pyruvate dehydrogenase E1 subunit alpha 2	13.7592	Matrix	Metabolism > Carbohydrate metabolism > Pyruvate metabolism	1	0	0	0
Q9UGC7	MTRF1L	mitochondrial translational release factor 1 like	13.7285	Matrix	Mitochondrial central dogma > Translation > Translation factors	1	0	0	0
Q969Y2	GTPBP3	GTP binding protein 3, mitochondrial	13.7285	Matrix	Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications | Metabolism > Vitamin metabolism > Folate and 1-C metabolism	1	0	0	0
Q9H903	MTHFD2L	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2 like	13.7285	Matrix	Metabolism > Vitamin metabolism > Folate and 1-C metabolism	1	0	0	0
P49753	ACOT2	acyl-CoA thioesterase 2	13.6365	Matrix	Metabolism > Lipid metabolism	1	0	0	0
Q96EY8	MMAB	metabolism of cobalamin associated B	13.5461	Matrix	Metabolism > Vitamin metabolism > Vitamin B12 metabolism	1	0	0	0
Q9NTG7	SIRT3	sirtuin 3	13.5038	Matrix	Metabolism > Metals and cofactors > NAD biosynthesis and metabolism | Signaling	1	0	0	0
B4DEF8	MRPL45	mitochondrial ribosomal protein L45	13.4907	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	1	0	0	0
Q9H3J6	C12orf65	chromosome 12 open reading frame 65	13.4869	Matrix	Mitochondrial central dogma > Translation > Translation factors	1	0	0	0
P54098	POLG	DNA polymerase gamma, catalytic subunit	13.4692	Matrix	Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Mitochondrial central dogma > mtDNA maintenance > mtDNA nucleoid | Mitochondrial central dogma > mtDNA maintenance > mtDNA repair	1	0	0	0
Q5TC12	ATPAF1	ATP synthase mitochondrial F1 complex assembly factor 1	13.4272	Matrix	OXPHOS > Complex V > CV assembly factors | OXPHOS > OXPHOS assembly factors	1	0	0	0
Q3SY69	ALDH1L2	aldehyde dehydrogenase 1 family member L2	13.3962	Matrix	Metabolism > Vitamin metabolism > Folate and 1-C metabolism	1	0	0	0
Q9UDR5	AASS	aminoadipate-semialdehyde synthase	13.1893	Matrix	Metabolism > Amino acid metabolism > Lysine metabolism	1	0	0	0
Q9BYV1	AGXT2	alanine--glyoxylate aminotransferase 2	13.0867	Matrix	Metabolism > Amino acid metabolism > Glyoxylate metabolism	1	0	0	0
Q9UI32	GLS2	glutaminase 2	13.0829	Matrix	Metabolism > Amino acid metabolism > Glutamate metabolism	1	0	0	0
A6NC05	C5orf63	chromosome 5 open reading frame 63	13.0459	Matrix	0	1	0	0	0
Q86XE5	HOGA1	4-hydroxy-2-oxoglutarate aldolase 1	13.0192	Matrix	Metabolism > Amino acid metabolism > Glyoxylate metabolism	1	0	0	0
Q9NPE2	NGRN	neugrin, neurite outgrowth associated	12.9259	Matrix	Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly	1	0	0	0
Q8N3R3	TCAIM	T cell activation inhibitor, mitochondrial	12.9201	Matrix	0	1	0	0	0
P23434	GCSH	glycine cleavage system protein H	12.8668	Matrix	Metabolism > Lipid metabolism > Lipoate insertion | Metabolism > Amino acid metabolism > Glycine metabolism | Metabolism > Amino acid metabolism > Glycine cleavage system	1	0	0	0
Q9NXA8	SIRT5	sirtuin 5	12.8138	Matrix	Metabolism > Metals and cofactors > NAD biosynthesis and metabolism	1	0	0	0
Q8TD30	GPT2	glutamic--pyruvic transaminase 2	12.7592	Matrix	Metabolism > Amino acid metabolism > Glutamate metabolism	1	0	0	0
Q9BQ69	MACROD1	mono-ADP ribosylhydrolase 1	12.6904	Matrix	Signaling	1	0	0	0
Q16762	TST	thiosulfate sulfurtransferase	12.6585	Matrix	Metabolism > Detoxification > Xenobiotic metabolism | Metabolism > Sulfur metabolism	1	0	0	0
Q9UI17	DMGDH	dimethylglycine dehydrogenase	12.558	Matrix	Metabolism > Amino acid metabolism > Glycine metabolism | Metabolism > Vitamin metabolism > Choline and betaine metabolism | Metabolism > Vitamin metabolism > Folate and 1-C metabolism	1	0	0	0
Q86X76	NIT1	nitrilase 1	12.2585	Matrix	Metabolism > Detoxification > ROS and glutathione metabolism	1	0	0	0
Q6P587	FAHD1	fumarylacetoacetate hydrolase domain containing 1	12.2255	Matrix	Metabolism > Carbohydrate metabolism > TCA-associated	1	0	0	0
Q53R41	FASTKD1	FAST kinase domains 1	12.021	Matrix	Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay	1	0	0	0
Q92665	MRPS31	mitochondrial ribosomal protein S31	11.9827	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	1	0	0	0
O75891	ALDH1L1	aldehyde dehydrogenase 1 family member L1	11.9576	Matrix	Metabolism > Vitamin metabolism > Folate and 1-C metabolism	1	0	0	0
O75127	PTCD1	pentatricopeptide repeat domain 1	11.8591	Matrix	Mitochondrial central dogma > mtRNA metabolism > mtRNA granules	1	0	0	0
Q9H3H1	TRIT1	tRNA isopentenyltransferase 1	11.7935	Matrix	Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications | Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications	1	0	0	0
Q8IVS8	GLYCTK	glycerate kinase	11.7394	Matrix	Metabolism > Carbohydrate metabolism	1	0	0	0
Q5JTZ9	AARS2	alanyl-tRNA synthetase 2, mitochondrial	11.6455	Matrix	Mitochondrial central dogma > Translation > mt-tRNA synthetases	1	0	0	0
Q9BQ52	ELAC2	elaC ribonuclease Z 2	11.57	Matrix	Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing	1	0	0	0
P07203	GPX1	glutathione peroxidase 1	11.5396	Matrix	Metabolism > Detoxification > ROS and glutathione metabolism | Metabolism > Detoxification > Selenoproteins	1	0	0	0
Q9Y5R4	HEMK1	HemK methyltransferase family member 1	11.3146	Matrix	Mitochondrial central dogma > Translation > Translation factors	1	0	0	0
Q9NRN9	METTL5	methyltransferase like 5	10.934	Matrix	Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications	1	0	0	0
Q9UJ68	MSRA	methionine sulfoxide reductase A	10.9177	Matrix	Metabolism > Detoxification > ROS and glutathione metabolism | Metabolism > Sulfur metabolism	1	0	0	0
Q8WV74	NUDT8	nudix hydrolase 8	10.9177	Matrix	Metabolism > Metals and cofactors > Coenzyme A metabolism	1	0	0	0
Q96T66	NMNAT3	nicotinamide nucleotide adenylyltransferase 3	10.9177	Matrix	Metabolism > Metals and cofactors > NAD biosynthesis and metabolism	1	0	0	0
P53396	ACLY	ATP citrate lyase	10.8771	Matrix	Metabolism > Carbohydrate metabolism > TCA-associated	1	0	0	0
Q8NFF5	FLAD1	flavin adenine dinucleotide synthetase 1	10.8723	Matrix	Metabolism > Vitamin metabolism > Vitamin B2 metabolism	1	0	0	0
Q9Y234	LIPT1	lipoyltransferase 1	10.853	Matrix	Metabolism > Lipid metabolism > Lipoate insertion	1	0	0	0
Q7Z3D6	DGLUCY	D-glutamate cyclase	10.8	Matrix	Metabolism > Amino acid metabolism	1	0	0	0
Q16822	PCK2	phosphoenolpyruvate carboxykinase 2, mitochondrial	10.7634	Matrix	Metabolism > Carbohydrate metabolism > Gluconeogenesis | Metabolism > Carbohydrate metabolism > TCA-associated	1	0	0	0
Q4G0N4	NADK2	NAD kinase 2, mitochondrial	10.7634	Matrix	Metabolism > Metals and cofactors > NAD biosynthesis and metabolism	1	0	0	0
Q86X67	NUDT13	nudix hydrolase 13	10.7449	Matrix	Metabolism > Metals and cofactors > NAD biosynthesis and metabolism	1	0	0	0
Q13085	ACACA	acetyl-CoA carboxylase alpha	10.6893	Matrix	Metabolism > Lipid metabolism > Type II fatty acid synthesis | Metabolism > Vitamin metabolism > Biotin utilizing proteins	1	0	0	0
P80404	ABAT	4-aminobutyrate aminotransferase	10.6859	Matrix	Metabolism > Amino acid metabolism > GABA metabolism | Metabolism > Metals and cofactors > Fe-S-containing proteins	1	0	0	0
P54868	HMGCS2	3-hydroxy-3-methylglutaryl-CoA synthase 2	10.6859	Matrix	Metabolism > Carbohydrate metabolism > Ketone metabolism	1	0	0	0
P51649	ALDH5A1	aldehyde dehydrogenase 5 family member A1	10.6859	Matrix	Metabolism > Amino acid metabolism > GABA metabolism	1	0	0	0
Q16774	GUK1	guanylate kinase 1	10.4839	Matrix	Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing	1	0	0	0
Q8N465	D2HGDH	D-2-hydroxyglutarate dehydrogenase	10.4683	Matrix	Metabolism > Carbohydrate metabolism > TCA-associated	1	0	0	0
O14832	PHYH	phytanoyl-CoA 2-hydroxylase	10.361	Matrix	Metabolism > Lipid metabolism	1	0	0	0
Q9Y6G3	MRPL42	mitochondrial ribosomal protein L42	10.2285	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	1	0	0	0
Q9NUJ1	ABHD10	abhydrolase domain containing 10, depalmitoylase	9.9467	Matrix	Metabolism > Detoxification > Xenobiotic metabolism	1	0	0	0
Q9H4B0	OSGEPL1	O-sialoglycoprotein endopeptidase like 1	9.8639	Matrix	Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications	1	0	0	0
P50583	NUDT2	nudix hydrolase 2	9.8196	Matrix	Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing	1	0	0	0
Q12849	GRSF1	G-rich RNA sequence binding factor 1	9.8097	Matrix	Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly	1	0	0	0
Q9Y676	MRPS18B	mitochondrial ribosomal protein S18B	9.7734	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	1	0	0	0
Q16854	DGUOK	deoxyguanosine kinase	9.7551	Matrix	Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing	1	0	0	0
Q969G6	RFK	riboflavin kinase	9.7512	Matrix	Metabolism > Vitamin metabolism > Vitamin B2 metabolism	1	0	0	0
O43488	AKR7A2	aldo-keto reductase family 7 member A2	9.6694	Matrix	Metabolism > Amino acid metabolism > GABA metabolism | Metabolism > Detoxification > Xenobiotic metabolism	1	0	0	0
P33316	DUT	deoxyuridine triphosphatase	9.607	Matrix	Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing	1	0	0	0
O75570	MTRF1	mitochondrial translation release factor 1	9.5152	Matrix	Mitochondrial central dogma > Translation > Translation factors	1	0	0	0
Q9NPB1	NT5M	5',3'-nucleotidase, mitochondrial	9.4427	Matrix	Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing	1	0	0	0
P49914	MTHFS	methenyltetrahydrofolate synthetase	9.3094	Matrix	Metabolism > Vitamin metabolism > Folate and 1-C metabolism	1	0	0	0
Q9NVS9	PNPO	pyridoxamine 5'-phosphate oxidase	9.3059	Matrix	Metabolism > Vitamin metabolism > Vitamin B6 metabolism	1	0	0	0
Q9H0R6	QRSL1	glutaminyl-tRNA amidotransferase subunit QRSL1	9.164	Matrix	Mitochondrial central dogma > Translation > mt-tRNA synthetases	1	0	0	0
Q9BPW8	NIPSNAP1	nipsnap homolog 1	9.1051	Matrix	Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy	1	0	0	0
P41250	GARS1	glycyl-tRNA synthetase 1	9.0665	Matrix	Mitochondrial central dogma > Translation > mt-tRNA synthetases	1	0	0	0
